Time,Seconds_Mid,LeftHeel_Dist,RightHeel_Dist,LeftToe_Dist,RightToe_Dist,noStep,
11:41:59.AM,42119.792,16.9427716613348,17.1596702968861,16.9392365028017,16.5519162787962,0,
11:41:59.AM,42119.825,17.0084212812105,17.4967583352893,16.9654077933136,16.6283374104574,0,
11:41:59.AM,42119.858,17.1251519635826,17.8040743781566,17.0352380498714,16.7688088531268,0,
11:41:59.AM,42119.891,17.0934656160535,17.73522334614,17.0615260558688,16.869903430801,0,
11:41:59.AM,42119.924,17.0804156413199,17.6804634598505,17.0869744505233,16.9127710442005,0,
11:41:59.AM,42119.957,17.0925004488619,17.5581486648582,17.1008647890203,16.9842172880983,0,
11:42:00.AM,42120,17.1105341390655,17.4730885703618,17.1909515052372,17.150230984117,0,
11:42:00.AM,42120.033,17.1741235720371,17.4989068473931,17.2343002907844,17.296721107533,0,
11:42:00.AM,42120.066,17.1708663370117,17.5131693712883,17.2709947350284,17.4491129818965,0,
11:42:00.AM,42120.099,17.1993390280897,17.5532871860531,17.3063849992462,17.4894708326781,0,
11:42:00.AM,42120.132,17.2069318840969,17.571674405818,17.3456479633766,17.6778897415669,0,
11:42:00.AM,42120.165,17.1310770077945,17.608733290413,17.3219316048062,17.8089355818561,0,
11:42:00.AM,42120.198,17.1306795890344,17.6495855212256,17.2417649644756,17.9158731300732,0,
11:42:00.AM,42120.231,17.1011367357224,17.6804298305563,17.23063491371,17.998754861385,0,
11:42:00.AM,42120.264,17.1985522857236,17.7402998116512,17.2309930694353,17.9431358721489,0,
11:42:00.AM,42120.297,17.2195176173123,17.779920341348,17.248654612423,17.9618983611848,0,
11:42:00.AM,42120.33,17.3501664584181,17.7963898727259,17.2495817706524,17.9151365609905,0,
11:42:00.AM,42120.363,17.4831669068386,17.8293197621549,17.2570863784803,17.8934687811619,0,
11:42:00.AM,42120.396,17.8407824198916,17.8699568976288,17.2935369268299,17.6807924631172,0,
11:42:00.AM,42120.429,18.2778536512273,17.8511220697133,17.37232654834,17.4938597293721,0,
11:42:00.AM,42120.462,18.4706827519161,17.8468473564046,17.5382012182536,17.5167629573277,0,
11:42:00.AM,42120.495,18.4820511403838,17.7988424596735,17.6487642311373,17.6273416476119,0,
11:42:00.AM,42120.528,18.451551893532,17.7667893481707,17.7249175036945,17.7417512767963,0,
11:42:00.AM,42120.561,18.4934347190841,17.7775171160844,17.7431903639212,17.7681706182587,0,
11:42:00.AM,42120.594,18.4572084559885,17.8211558143161,17.8416428138899,17.8312618602414,0,
11:42:00.AM,42120.627,18.4319638925325,17.8738902647954,17.9380583097366,17.9676124101842,0,
11:42:00.AM,42120.66,18.3768583285956,17.8924945580938,18.1926979183119,18.0932620932402,0,
11:42:00.AM,42120.693,18.3314216996541,17.8866887092443,18.245385792382,18.120222406289,0,
11:42:00.AM,42120.726,18.2765487023386,17.8639351644069,18.3895274819747,18.1566366479055,0,
11:42:00.AM,42120.759,18.258968715002,17.8713378842138,18.5343813334807,18.1368857877692,0,
11:42:00.AM,42120.792,18.2841378416189,17.8518174237069,18.6726613901312,18.1443235513602,0,
11:42:00.AM,42120.825,18.2859721767561,17.8373972828004,18.619697798811,18.1268390408814,0,
11:42:00.AM,42120.858,18.336067796868,17.8422820515882,18.7734166385427,18.1148204618309,0,
11:42:00.AM,42120.891,18.3485669189877,18.0815859644995,18.7090532357148,18.2158716468018,0,
11:42:00.AM,42120.924,18.3705463326368,18.1078477529025,18.672288761447,18.1194174493926,0,
11:42:00.AM,42120.957,18.3705072104154,18.4851375593071,18.2402079195946,18.0650066780261,0,
11:42:01.AM,42121,18.4489853699562,18.7497136057383,18.2711509841744,18.142514668996,0,
11:42:01.AM,42121.033,18.5232794119281,18.99944138907,18.2375582328677,18.1527385122804,0,
11:42:01.AM,42121.066,18.6033456144005,19.4295920846705,18.3255367257371,18.3520697473709,0,
11:42:01.AM,42121.099,18.7013974852403,19.535006426317,18.4177885057452,18.4770508243679,0,
11:42:01.AM,42121.132,18.7193732639839,19.4284784907629,18.4930474244967,18.5021110262827,0,
11:42:01.AM,42121.165,18.7169159858543,19.225199801899,18.5029258935451,18.5510083035144,0,
11:42:01.AM,42121.198,18.7164583459786,19.1337021094696,18.6224658285994,18.6422611732187,0,
11:42:01.AM,42121.231,18.7797526272704,19.1039889763724,18.7089794743128,18.8635536024914,0,
11:42:01.AM,42121.264,18.7729641030712,19.0661859002018,18.7572107546589,19.0143475692032,0,
11:42:01.AM,42121.297,18.7629910934348,19.0568001484093,18.7844708169012,19.1160959515078,0,
11:42:01.AM,42121.33,18.7467008929887,18.9129898947411,18.7923251664241,19.0278797947717,0,
11:42:01.AM,42121.363,18.6732158378021,18.8548717409422,18.7958864923874,19.1145726162576,0,
11:42:01.AM,42121.396,18.6519427932656,18.8496801487889,18.787945844827,19.1780142365133,0,
11:42:01.AM,42121.429,18.6522704054488,18.932202335239,18.7859548636402,19.1750257596661,0,
11:42:01.AM,42121.462,18.7113775154781,18.9406488292567,18.7774920602733,19.1319464704146,0,
11:42:01.AM,42121.495,18.919925442953,19.0961427537802,18.8043629873466,19.1177868278071,0,
11:42:01.AM,42121.528,19.0308002285589,19.2031642561005,18.8372358916611,19.1792614688766,0,
11:42:01.AM,42121.561,19.2721158335097,19.1670082670091,18.8605075933436,19.1748949962714,0,
11:42:01.AM,42121.594,19.7635824750291,19.1450955772139,18.9127804765303,19.038592405041,0,
11:42:01.AM,42121.627,20.027879693869,19.2010794660796,19.0250038405008,18.8412348148816,0,
11:42:01.AM,42121.66,20.0798123442588,19.1991950431752,19.1385494111718,18.901756113685,0,
11:42:01.AM,42121.693,20.2833205425531,19.204231050948,19.2029884219356,18.9724909604581,0,
11:42:01.AM,42121.726,20.271988392901,19.2030319449591,19.2451393940091,18.9384130287894,0,
11:42:01.AM,42121.759,20.1643887341933,19.2593881559937,19.2912981426241,19.1713267026558,0,
11:42:01.AM,42121.792,20.0760503148262,19.3121768111504,19.3301324339711,19.2718937501143,0,
11:42:01.AM,42121.825,20.0007362860891,19.3312417108137,19.555561906646,19.4233556477808,0,
11:42:01.AM,42121.858,19.7999195405549,19.3296136174517,19.6511475015296,19.5499916451165,0,
11:42:01.AM,42121.891,19.7062161332177,19.3099144334554,19.6643800829091,19.5410744314394,0,
11:42:01.AM,42121.924,19.6381001934426,19.3068054703006,19.7787459156256,19.602138150997,0,
11:42:01.AM,42121.957,19.6281880931725,19.3053590974059,20.1056470811301,19.5991896035014,0,
11:42:02.AM,42122,19.6756085637681,19.3025267126717,20.3698051256585,19.5645274062926,0,
11:42:02.AM,42122.033,19.716769049888,19.2869851486852,20.3859118174166,19.5494026460005,0,
11:42:02.AM,42122.066,19.7276678595278,19.2855087712084,20.2462640621741,19.5381623676401,0,
11:42:02.AM,42122.099,19.8122452125921,19.4662740284325,20.2119862921603,19.5302087809477,0,
11:42:02.AM,42122.132,19.9038443313861,19.549025263993,20.1760726592246,19.5110047380191,0,
11:42:02.AM,42122.165,20.0313331334859,20.1896760021523,20.155378116571,19.5349406989147,0,
11:42:02.AM,42122.198,20.0656460404988,20.521802360086,20.1295131047454,19.5527266498141,0,
11:42:02.AM,42122.231,20.1806946589405,20.9580653765045,20.1137981107485,19.8368682085531,0,
